Номер;ГК/Филиал;Подразделение;Департамент;Отдел;Должность;ФИО;Ставка;ФОТ;Регион;Квалификация;Свобода_решений;Правила_подразделения;Правила_компании;Люди_в_адм_подчинении;Люди_в_функц_подчинении_внешние;Цель_общения_компания;Год_влияние_на_финрезультат;Стоимость_ошибки
6311408;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел по работе с VIP-клиентами;Ведущий менеджер по работе с VIP-клиентами;Ячменев Моисей Назарович;1;50000;москва;2;1;1;1;1;1;1;1;1
8699845;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел по работе с VIP-клиентами;Ведущий менеджер по работе с VIP-клиентами;Гриневеца Роза Несторовна;1;50000;москва;2;1;1;1;1;1;1;1;1
9598287;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел по работе с VIP-клиентами;Ведущий менеджер по работе с VIP-клиентами;Плаксина Марфа Данииловна;1;50000;москва;2;1;1;1;1;1;1;1;1
9720782;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел по работе с VIP-клиентами;Ведущий менеджер по работе с VIP-клиентами;Жербин Петр Яковович;1;40000;москва;2;2;2;1;2;1;2;1;1
2840410;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел по работе с VIP-клиентами;Главный менеджер по работе с VIP-клиентами;Мишин Викентий Серафимович;1;55000;москва;2;3;1;1;1;1;1;1;1
3332109;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел по работе с VIP-клиентами;Главный менеджер по работе с VIP-клиентами;Барышева Наталья Фомевна;1;55000;москва;2;3;1;1;1;1;1;1;1
4813956;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел по работе с VIP-клиентами;Главный менеджер по работе с VIP-клиентами;Эристова Наталья Родионовна;1;50000;москва;2;3;1;1;1;1;1;1;1
6560051;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел по работе с VIP-клиентами;Главный менеджер по работе с VIP-клиентами;Боголепов Порфирий Ефремович;1;55000;москва;2;3;1;1;1;1;1;1;1
6778002;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел по работе с VIP-клиентами;Главный менеджер по работе с VIP-клиентами;Котова Пелагея Афанасиевна;1;55000;москва;2;3;1;1;1;1;1;1;1
7829441;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел по работе с VIP-клиентами;Главный менеджер по работе с VIP-клиентами;Ерзова Юлия Владленовна;1;55000;москва;2;3;1;1;1;1;1;1;1
8841578;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел по работе с VIP-клиентами;Главный менеджер по работе с VIP-клиентами;Суслякова Кристина Федотовна;1;55000;москва;2;3;1;1;1;1;1;1;1
9513915;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел по работе с VIP-клиентами;Главный менеджер по работе с VIP-клиентами;Ясногородский Аскольд Артемович;1;55000;москва;2;3;1;1;1;1;1;1;1
9880066;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел по работе с VIP-клиентами;Главный менеджер по работе с VIP-клиентами;Ямалетдинова Дарья Василиевна;1;55000;москва;2;3;1;1;1;1;1;1;1
2399988;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел по работе с VIP-клиентами;Главный менеджер по страхованию;Царёв Семен Прохорович;1;40000;москва;2;2;1;1;1;1;1;1;1
4555324;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел по работе с VIP-клиентами;Главный менеджер по страхованию;Бабурин Егор Саввевич;1;40000;москва;2;2;1;1;1;1;1;1;1
5011610;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел по работе с VIP-клиентами;Главный менеджер по страхованию;Фененко Ирина Александровна;1;40000;москва;2;2;1;1;1;1;1;1;1
8346115;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел по работе с VIP-клиентами;Главный менеджер по страхованию;Цейдлерин Эдуард Анатолиевич;1;50000;москва;2;3;1;1;1;1;1;1;1
9279476;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел по работе с VIP-клиентами;Главный менеджер по страхованию;Веденина Галина Виталиевна;1;40000;москва;2;2;1;1;1;1;1;1;1
9950769;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел по работе с VIP-клиентами;Главный менеджер по страхованию;Зощенко Алексей Елизарович;1;45000;москва;2;2;1;1;1;1;1;1;1
619295;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел по работе с VIP-клиентами;Менеджер по работе с VIP-клиентами;Блаженова Диана Иосифовна;1;55000;москва;3;2;2;1;1;1;2;2;1
2317482;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел по работе с VIP-клиентами;Менеджер по работе с VIP-клиентами;Юрнаев Геннадий Феоктистович;1;45000;москва;2;2;1;1;1;1;1;1;1
2731437;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел по работе с VIP-клиентами;Менеджер по работе с VIP-клиентами;Ряполов Аристарх Олегович;1;55000;москва;3;2;2;1;1;1;2;2;1
4058775;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел по работе с VIP-клиентами;Менеджер по работе с VIP-клиентами;Дёшина Алина Александровна;1;55000;москва;3;2;2;1;1;1;2;2;1
6046713;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел по работе с VIP-клиентами;Менеджер по работе с VIP-клиентами;Кортнев Артур Леонтиевич;1;40000;москва;2;2;1;1;1;1;1;1;1
6468978;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел по работе с VIP-клиентами;Менеджер по работе с VIP-клиентами;Цедлица Кристина Василиевна;1;45000;москва;2;2;1;1;1;1;1;1;1
8274548;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел по работе с VIP-клиентами;Менеджер по работе с VIP-клиентами;Шеповалов Евграф Захарович;1;48000;москва;3;2;2;1;1;1;2;2;1
9351336;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел по работе с VIP-клиентами;Менеджер по работе с VIP-клиентами;Лагошина Изольда Брониславовна;1;48000;москва;3;2;2;1;1;1;2;2;1
9893795;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел по работе с VIP-клиентами;Менеджер по работе с VIP-клиентами;Ахтемиров Сократ Севастьянович;1;45000;москва;2;2;1;1;1;1;1;1;1
4434681;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел по работе с VIP-клиентами;Руководитель отдела;Гребнев Валерий Богданович;1;70000;москва;2;2;2;1;2;1;2;2;1
3519271;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел по работе с автодилерами и нефинансовыми посредниками;Главный менеджер по страхованию;Юнкин Филипп Артемович;1;50000;москва;2;2;1;1;1;1;1;1;1
6139527;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел по работе с автодилерами и нефинансовыми посредниками;Главный менеджер по страхованию;Кобелев Авдей Федотович;1;60000;москва;2;2;1;1;1;1;1;1;1
6815918;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел по работе с автодилерами и нефинансовыми посредниками;Главный менеджер по страхованию;Мосенцов Евграф Алексеевич;1;65000;москва;2;2;1;1;1;1;1;1;1
6958625;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел по работе с автодилерами и нефинансовыми посредниками;Главный менеджер по страхованию;Фотеева Мария Трофимовна;1;50000;москва;2;2;1;1;1;1;1;1;1
8360413;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел по работе с автодилерами и нефинансовыми посредниками;Главный менеджер по страхованию;Булка Адриан Чеславович;1;65000;москва;3;2;2;1;1;1;2;2;1
3011970;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел по работе с автодилерами и нефинансовыми посредниками;Заместитель руководителя отдела;Полищук Порфирий Олегович;1;160000;москва;2;2;2;1;2;1;2;2;1
9310506;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел по работе с автодилерами и нефинансовыми посредниками;Заместитель руководителя отдела;Русанова Людмила Феликсовна;1;125000;москва;2;2;2;1;2;1;2;2;1
5700649;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел по работе с автодилерами и нефинансовыми посредниками;Менеджер по страхованию;Малютин Дмитрий Михаилович;1;50000;москва;2;2;1;1;1;1;1;1;1
8342091;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел по работе с автодилерами и нефинансовыми посредниками;Менеджер по страхованию;Дрягина Софья Кузьмевна;1;50000;москва;2;2;1;1;1;1;1;1;1
8566738;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел по работе с автодилерами и нефинансовыми посредниками;Менеджер по страхованию;Урусова Светлана Игоревна;1;45000;москва;2;2;1;1;1;1;1;1;1
8884062;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел по работе с автодилерами и нефинансовыми посредниками;Менеджер по страхованию;Низовский Прохор Панкратиевич;1;50000;москва;2;2;1;1;1;1;1;1;1
8892528;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел по работе с автодилерами и нефинансовыми посредниками;Менеджер по страхованию;Каменева Рада Казимировна;1;50000;москва;2;2;1;1;1;1;1;1;1
9444807;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел по работе с автодилерами и нефинансовыми посредниками;Менеджер по страхованию;Лагутова Элеонора Данилевна;1;50000;москва;2;2;1;1;1;1;1;1;1
9894987;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел по работе с автодилерами и нефинансовыми посредниками;Менеджер по страхованию;Панарина Татьяна Ивановна;1;50000;москва;2;2;1;1;1;1;1;1;1
7323181;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел по работе с автодилерами и нефинансовыми посредниками;Руководитель отдела;Успенский Филимон Григориевич;1;250000;москва;2;2;2;1;2;1;2;2;1
311379;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел по работе с банками;Ведущий менеджер по страхованию;Убыша Любовь Константиновна;1;55000;москва;2;1;1;1;1;1;1;1;1
2584822;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел по работе с банками;Ведущий менеджер по страхованию;Татаринов Павел Юриевич;1;55000;москва;2;1;1;1;1;1;1;1;1
3240262;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел по работе с банками;Ведущий менеджер по страхованию;Калюта Родион Маркович;1;55000;москва;2;1;1;1;1;1;1;1;1
7875250;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел по работе с банками;Ведущий менеджер по страхованию;Кустова Берта Алексеевна;1;55000;москва;2;1;1;1;1;1;1;1;1
9889273;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел по работе с банками;Ведущий менеджер по страхованию;Нилин Юрий Семенович;1;55000;москва;2;1;1;1;1;1;1;1;1
231255;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел по работе с банками;Главный менеджер по страхованию;Аверин Назар Капитонович;1;65000;москва;2;2;1;1;1;1;1;1;1
342608;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел по работе с банками;Главный менеджер по страхованию;Щепкина Клара Анатолиевна;1;70000;москва;2;2;1;1;1;1;1;1;1
1034642;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел по работе с банками;Главный менеджер по страхованию;Шамов Эрнст Сергеевич;1;65000;москва;2;2;1;1;1;1;1;1;1
1397210;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел по работе с банками;Главный менеджер по страхованию;Пашин Игнатий Модестович;1;65000;москва;2;2;1;1;1;1;1;1;1
1615947;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел по работе с банками;Главный менеджер по страхованию;Холод Наум Леонидович;1;60000;москва;2;2;1;1;1;1;1;1;1
2702106;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел по работе с банками;Главный менеджер по страхованию;Заседателев Геннадий Мирославович;1;60000;москва;2;2;1;1;1;1;1;1;1
3088383;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел по работе с банками;Главный менеджер по страхованию;Бабанов Эдуард Сократович;1;65000;москва;2;2;1;1;1;1;1;1;1
3414421;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел по работе с банками;Главный менеджер по страхованию;Гика Арина Алексеевна;1;80000;москва;3;2;2;1;1;1;2;2;1
4556408;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел по работе с банками;Главный менеджер по страхованию;Селезнев Борис Андроникович;1;60000;москва;2;2;1;1;1;1;1;1;1
4696096;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел по работе с банками;Главный менеджер по страхованию;Царицына Василиса Ростиславовна;1;65000;москва;3;2;2;1;1;1;2;2;1
4856255;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел по работе с банками;Главный менеджер по страхованию;Яшвили Эмма Виталиевна;1;65000;москва;2;2;1;1;1;1;1;1;1
6554406;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел по работе с банками;Главный менеджер по страхованию;Эрдниева Ярослава Юлиевна;1;100000;москва;3;2;2;1;1;1;2;2;1
7328341;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел по работе с банками;Главный менеджер по страхованию;Колотилов Парфен Маркович;1;60000;москва;2;2;1;1;1;1;1;1;1
8324489;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел по работе с банками;Главный менеджер по страхованию;Угличинина Марфа Филипповна;1;80000;москва;2;2;1;1;1;1;1;1;1
9029059;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел по работе с банками;Главный менеджер по страхованию;Дёшина Рената Потаповна;1;60000;москва;2;2;1;1;1;1;1;1;1
9064491;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел по работе с банками;Главный менеджер по страхованию;Кылымнык Кир Федотович;1;65000;москва;2;2;1;1;1;1;1;1;1
4898444;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел по работе с банками;Заместитель руководителя отдела;Гришко Рюрик Глебович;1;115000;москва;4;3;2;1;3;1;2;3;1
399630;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел по работе с банками;Менеджер по страхованию;Язькова Маргарита Мироновна;1;50000;москва;2;2;1;1;1;1;1;1;1
1609793;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел по работе с банками;Менеджер по страхованию;Даньшов Иннокентий Арсениевич;1;50000;москва;2;2;1;1;1;1;1;1;1
1706120;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел по работе с банками;Менеджер по страхованию;Фунтусова Мария Тимофеевна;1;45000;москва;2;2;1;1;1;1;1;1;1
3486653;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел по работе с банками;Менеджер по страхованию;Шамов Самуил Панкратиевич;1;50000;москва;2;2;1;1;1;1;1;1;1
4653587;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел по работе с банками;Менеджер по страхованию;Шурьева Эльвира Несторовна;1;50000;москва;2;2;1;1;1;1;1;1;1
6276419;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел по работе с банками;Менеджер по страхованию;Жербин Максимильян Зиновиевич;1;50000;москва;2;2;1;1;1;1;1;1;1
9262810;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел по работе с банками;Менеджер по страхованию;Ярошевич Нестор Глебович;1;50000;москва;2;2;1;1;1;1;1;1;1
9490340;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел по работе с банками;Менеджер по страхованию;Радыгина Софья Антониновна;1;50000;москва;2;2;1;1;1;1;1;1;1
9716148;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел по работе с банками;Менеджер по страхованию;Пыстогов Кондрат Валериевич;1;50000;москва;2;2;1;1;1;1;1;1;1
6006404;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел по работе с банками;Руководитель отдела;Шашлова Марфа Иларионовна;1;115000;москва;4;3;2;1;3;1;2;3;1
369888;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел пролонгации;Главный менеджер по страхованию;Панкина Ефросиния Трофимовна;1;55000;москва;2;2;2;1;2;1;2;1;1
2004516;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел пролонгации;Главный менеджер по страхованию;Чебыкин Терентий Георгиевич;1;50000;москва;3;2;2;1;1;1;2;1;1
2392021;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел пролонгации;Главный менеджер по страхованию;Кабанов Федот Венедиктович;1;35000;москва;2;2;1;1;1;1;1;1;1
4552775;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел пролонгации;Главный менеджер по страхованию;Гроссман Максимильян Сигизмундович;1;35000;москва;2;2;1;1;1;1;1;1;1
4737474;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел пролонгации;Главный менеджер по страхованию;Бебчук Феофан Ираклиевич;1;40000;москва;2;2;2;1;2;1;2;1;1
5251512;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел пролонгации;Главный менеджер по страхованию;Путилин Иван Климентович;1;35000;москва;2;2;1;1;1;1;1;1;1
5416851;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел пролонгации;Главный менеджер по страхованию;Лимаров Кир Михаилович;1;35000;москва;2;2;1;1;1;1;1;1;1
6577404;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел пролонгации;Главный менеджер по страхованию;Андрейченко Пахом Валерьянович;1;35000;москва;2;2;1;1;1;1;1;1;1
8117868;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел пролонгации;Главный менеджер по страхованию;Эрдели Никон Никифорович;1;45000;москва;2;2;1;1;1;1;1;1;1
9724278;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел пролонгации;Главный менеджер по страхованию;Шигаев Иван Мирославович;1;35000;москва;2;2;1;1;1;1;1;1;1
1207238;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел пролонгации;Менеджер по страхованию;Леваневский Геннадий Евграфович;1;30000;москва;2;1;1;1;1;1;1;1;1
3835059;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел пролонгации;Менеджер по страхованию;Казакевича Елизавета Филипповна;1;30000;москва;2;1;1;1;1;1;1;1;1
4649706;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел пролонгации;Менеджер по страхованию;Сюкосева Владлена Захаровна;1;30000;москва;2;1;1;1;1;1;1;1;1
9760690;Головная компания;Блок управления продажами;Департамент розничного страхования;Отдел пролонгации;Руководитель отдела;Балабанов Валерьян Онуфриевич;1;60000;москва;2;2;2;1;2;1;2;2;1
2782838;Головная компания;Блок управления продажами;Департамент розничного страхования;;Заместитель руководителя департамента;Цыганова Аза Иосифовна;1;150000;москва;2;2;2;1;3;1;2;2;1
3883830;Головная компания;Блок управления продажами;Департамент розничного страхования;;Заместитель руководителя департамента;Забиров Нестор Модестович;1;100000;москва;2;2;2;1;2;1;2;1;1
4469653;Головная компания;Блок управления продажами;Департамент розничного страхования;;Руководитель департамента;Кораблёв Леонид Никифорович;1;350000;москва;5;4;2;1;5;1;3;3;1
1749900;Головная компания;Блок управления продажами;;;Вице-президент;Аниканов Моисей Назарович;1;450000;москва;6;4;2;2;5;4;3;5;3
4386555;Головная компания;Блок управления продажами;;;Заместитель вице-президента;Лоскутова Ксения Владленовна;1;300000;москва;5;3;1;3;2;1;3;3;1
4512847;Головная компания;Блок управления продажами;;;Заместитель вице-президента;Шурыгин Макар Родионович;1;100000;москва;3;4;1;1;2;1;3;3;1
6295944;Головная компания;Блок управления продажами;;;Заместитель вице-президента;Эпингер Варфоломей Эдуардович;1;270000;москва;5;4;2;1;5;1;3;3;1
1371085;Головная компания;Блок управления убытками;Департамент взаимодействия с надзорными органами, физическими и юридическими лицами;Отдел по работе с обращениями физических и юридических лиц;Ведущий специалист;Ижутина Каролина Андрияновна;1;60000;москва;3;2;1;1;1;1;2;1;1
4907562;Головная компания;Блок управления убытками;Департамент взаимодействия с надзорными органами, физическими и юридическими лицами;Отдел по работе с обращениями физических и юридических лиц;Ведущий специалист;Нырков Агафон Иннокентиевич;1;60000;москва;3;2;1;1;1;1;2;1;1
4943125;Головная компания;Блок управления убытками;Департамент взаимодействия с надзорными органами, физическими и юридическими лицами;Отдел по работе с обращениями физических и юридических лиц;Ведущий специалист;Жичкина Зинаида Игнатиевна;1;60000;москва;3;2;1;1;1;1;2;1;1
8427322;Головная компания;Блок управления убытками;Департамент взаимодействия с надзорными органами, физическими и юридическими лицами;Отдел по работе с обращениями физических и юридических лиц;Ведущий специалист;Вавилова Дарья Родионовна;1;60000;москва;3;2;1;1;1;1;2;1;1
9947312;Головная компания;Блок управления убытками;Департамент взаимодействия с надзорными органами, физическими и юридическими лицами;Отдел по работе с обращениями физических и юридических лиц;Ведущий специалист;Ковшутина Светлана Игоревна;1;60000;москва;3;2;1;1;1;1;2;1;1
1150427;Головная компания;Блок управления убытками;Департамент взаимодействия с надзорными органами, физическими и юридическими лицами;Отдел по работе с обращениями физических и юридических лиц;Главный специалист;Оленева Кристина Мироновна;1;70000;москва;2;2;1;1;1;1;2;1;1
1418201;Головная компания;Блок управления убытками;Департамент взаимодействия с надзорными органами, физическими и юридическими лицами;Отдел по работе с обращениями физических и юридических лиц;Главный специалист;Игошев Фома Георгиевич;1;90000;москва;4;3;2;1;1;1;2;1;1
1910707;Головная компания;Блок управления убытками;Департамент взаимодействия с надзорными органами, физическими и юридическими лицами;Отдел по работе с обращениями физических и юридических лиц;Главный специалист;Дьячкова Тамара Юлиевна;1;90000;москва;4;3;2;1;1;1;2;1;1
2397841;Головная компания;Блок управления убытками;Департамент взаимодействия с надзорными органами, физическими и юридическими лицами;Отдел по работе с обращениями физических и юридических лиц;Главный специалист;Канадцев Александр Данилевич;1;70000;москва;2;2;1;1;1;1;2;1;1
4099582;Головная компания;Блок управления убытками;Департамент взаимодействия с надзорными органами, физическими и юридическими лицами;Отдел по работе с обращениями физических и юридических лиц;Главный специалист;Янко Даниил Демьянович;1;70000;москва;2;2;1;1;1;1;2;1;1
4364752;Головная компания;Блок управления убытками;Департамент взаимодействия с надзорными органами, физическими и юридическими лицами;Отдел по работе с обращениями физических и юридических лиц;Главный специалист;Двойнев Григорий Гордеевич;1;90000;москва;4;3;2;1;1;1;2;1;1
3466888;Головная компания;Блок управления убытками;Департамент взаимодействия с надзорными органами, физическими и юридическими лицами;Отдел по работе с обращениями физических и юридических лиц;Руководитель отдела;Катькин Артём Фролович;1;135000;москва;4;3;3;2;2;3;2;2;2
5890886;Головная компания;Блок управления убытками;Департамент взаимодействия с надзорными органами, физическими и юридическими лицами;Отдел по юридической работе с надзорными органами;Ведущий специалист;Стегнов Яков Прохорович;1;60000;москва;4;2;1;1;1;1;2;1;1
7559550;Головная компания;Блок управления убытками;Департамент взаимодействия с надзорными органами, физическими и юридическими лицами;Отдел по юридической работе с надзорными органами;Ведущий специалист;Кругликова Татьяна Степановна;1;65000;москва;4;2;1;1;1;1;2;1;1
2053041;Головная компания;Блок управления убытками;Департамент взаимодействия с надзорными органами, физическими и юридическими лицами;Отдел по юридической работе с надзорными органами;Главный специалист;Маркина Ника Данииловна;1;100000;москва;4;3;2;1;1;1;2;1;1
2117591;Головная компания;Блок управления убытками;Департамент взаимодействия с надзорными органами, физическими и юридическими лицами;Отдел по юридической работе с надзорными органами;Главный специалист;Шишкина Бронислава Елисеевна;1;90000;москва;4;3;2;1;1;1;2;1;1
3260947;Головная компания;Блок управления убытками;Департамент взаимодействия с надзорными органами, физическими и юридическими лицами;Отдел по юридической работе с надзорными органами;Главный специалист;Ветрова Ефросинья Анатолиевна;1;80000;москва;4;2;1;1;1;1;2;1;1
4969971;Головная компания;Блок управления убытками;Департамент взаимодействия с надзорными органами, физическими и юридическими лицами;Отдел по юридической работе с надзорными органами;Главный специалист;Деревсков Артём Карлович;1;70000;москва;4;2;1;1;1;1;2;1;1
6736986;Головная компания;Блок управления убытками;Департамент взаимодействия с надзорными органами, физическими и юридическими лицами;Отдел по юридической работе с надзорными органами;Главный специалист;Шурдукова Вера Мефодиевна;1;80000;москва;4;2;1;1;1;1;2;1;1
6795888;Головная компания;Блок управления убытками;Департамент взаимодействия с надзорными органами, физическими и юридическими лицами;Отдел по юридической работе с надзорными органами;Главный специалист;Волкова Раиса Всеволодовна;1;70000;москва;4;2;1;1;1;1;2;1;1
9229126;Головная компания;Блок управления убытками;Департамент взаимодействия с надзорными органами, физическими и юридическими лицами;Отдел по юридической работе с надзорными органами;Главный специалист;Головченко Инесса Вячеславовна;1;80000;москва;4;2;1;1;1;1;2;1;1
500571;Головная компания;Блок управления убытками;Департамент взаимодействия с надзорными органами, физическими и юридическими лицами;Отдел по юридической работе с надзорными органами;Руководитель отдела;Теребова Всеслава Леонидовна;1;135000;москва;4;3;3;2;2;3;2;2;2
